ProjectID,Year,Region,ProjectType,TotalSpending,PrePlanningSpending,DesignSpending,ConstructionSpending,ProjectDuration,NumberOfStakeholders,QualityAssuranceScore,RiskLevel,ComplianceStatus,NumberOfChangeOrders,NumberOfInspections
PROJ00215,2023,Centro,Infraestructura,42517404.93,2547731.49,8082808.96,31886864.479999997,27,31,8,Bajo,Cumplido,4,15
PROJ00216,2023,Centro,Educación,41677577.17,5249536.29,7874360.16,28553680.720000003,26,43,7,Alto,No Cumplido,4,9
PROJ00217,2019,Sur,Industrial,100000000.0,5881806.78,18292448.92,75825744.3,27,42,5,Alto,Cumplido,3,1
PROJ00218,2019,Norte,Residencial,63980452.16,8886736.87,10791458.17,44302257.12,34,31,10,Medio,Cumplido,4,14
PROJ00219,2015,Sur,Infraestructura,100000000.0,13705535.41,19258170.93,67036293.660000004,17,31,8,Medio,Cumplido,5,14
PROJ00220,2018,Sur,Educación,10619261.54,702211.27,1751821.46,8165228.81,51,27,8,Alto,Cumplido,4,10
PROJ00221,2022,Norte,Residencial,45790499.87,6719271.12,6091789.03,32979439.72,45,5,1,Bajo,Cumplido,2,9
PROJ00222,2018,Norte,Educación,29254456.86,2460088.52,5628316.42,21166051.92,49,25,7,Medio,Cumplido,5,7
PROJ00223,2017,Norte,Residencial,21788054.33,3026353.91,2476552.55,16285147.869999997,37,9,10,Alto,Cumplido,2,7
PROJ00224,2016,Este,Residencial,100000000.0,5722745.33,17859652.65,76417602.02000001,22,20,5,Bajo,Cumplido,3,10
PROJ00225,2016,Oeste,Salud,7104242.07,457350.55,718788.62,5928102.9,34,11,10,Bajo,No Cumplido,1,8
PROJ00226,2017,Sur,Residencial,100000000.0,9413958.71,13685749.22,76900292.07,40,32,3,Medio,Cumplido,2,14
PROJ00227,2016,Centro,Infraestructura,100000000.0,5476720.27,19785448.33,74737831.4,38,26,9,Medio,No Cumplido,3,8
PROJ00228,2019,Norte,Residencial,10664262.34,820629.55,1188991.15,8654641.639999999,32,32,5,Medio,Cumplido,4,3
PROJ00229,2017,Norte,Comercial,52310835.17,5748105.58,8544077.38,38018652.21,49,19,3,Bajo,Cumplido,5,4
PROJ00230,2020,Norte,Industrial,100000000.0,6316289.2,18956052.84,74727657.96,19,28,10,Medio,Cumplido,2,8
PROJ00231,2020,Oeste,Salud,6165326.0,385004.91,770079.22,5010241.87,44,18,2,Alto,Cumplido,5,11
PROJ00232,2020,Centro,Infraestructura,9661894.32,870716.95,1158703.66,7632473.710000001,14,38,6,Medio,Cumplido,3,2
PROJ00233,2017,Sur,Residencial,100000000.0,6031203.37,17838384.85,76130411.78,57,15,6,Bajo,Cumplido,3,7
PROJ00234,2020,Oeste,Comercial,33842271.67,3901476.27,3952649.13,25988146.270000003,57,33,6,Bajo,Cumplido,5,7
PROJ00235,2022,Este,Infraestructura,100000000.0,12904256.11,18698089.08,68397654.81,26,50,4,Bajo,No Cumplido,3,10
PROJ00236,2022,Centro,Residencial,6770153.8,659304.1,1112647.5,4998202.2,20,31,10,Medio,No Cumplido,3,7
PROJ00237,2021,Centro,Salud,1426719.63,80653.08,266823.94,1079242.6099999999,53,37,3,Bajo,Cumplido,2,12
PROJ00238,2016,Este,Residencial,75346780.42,8380876.57,14924242.58,52041661.27,26,26,1,Alto,Cumplido,2,8
PROJ00239,2021,Sur,Infraestructura,5144124.42,380580.06,858340.02,3905204.3400000003,16,16,10,Medio,No Cumplido,5,4
PROJ00240,2022,Centro,Industrial,9428054.0,829701.55,1784160.45,6814191.999999999,46,24,5,Medio,Cumplido,1,14
PROJ00241,2017,Norte,Residencial,25813435.73,1788302.16,4359099.19,19666034.38,19,48,10,Bajo,Cumplido,4,4
PROJ00242,2018,Sur,Salud,100000000.0,11404768.67,10510122.19,78085109.14,29,25,5,Bajo,Cumplido,3,8
PROJ00243,2016,Oeste,Educación,100000000.0,13189259.64,10624631.84,76186108.52,18,44,4,Bajo,No Cumplido,4,15
PROJ00244,2020,Este,Residencial,3198436.53,434521.37,381933.61,2381981.55,32,14,5,Bajo,Cumplido,5,15
PROJ00245,2017,Norte,Comercial,100000000.0,12718086.71,15874061.93,71407851.35999998,19,47,3,Bajo,Cumplido,1,3
PROJ00246,2015,Norte,Comercial,22619016.13,2367323.16,3337306.16,16914386.81,28,27,2,Alto,Cumplido,3,13
PROJ00247,2016,Norte,Residencial,100000000.0,10558248.4,16620874.3,72820877.3,32,41,6,Medio,Cumplido,3,15
PROJ00248,2015,Oeste,Educación,100000000.0,7030032.31,13088832.29,79881135.4,22,33,7,Bajo,Cumplido,2,11
PROJ00249,2021,Norte,Comercial,90798210.21,4677878.68,9438831.49,76681500.04,41,21,4,Alto,Cumplido,2,9
PROJ00250,2015,Centro,Residencial,100000000.0,10592499.22,13930554.92,75476945.86,38,40,1,Medio,Cumplido,3,4
PROJ00251,2019,Norte,Residencial,27964687.95,3349202.91,3479860.49,21135624.549999997,37,5,3,Medio,Cumplido,3,15
PROJ00252,2023,Sur,Educación,100000000.0,8960225.16,13494434.17,77545340.67,53,30,6,Medio,Cumplido,3,13
PROJ00253,2019,Centro,Comercial,49794215.66,5691102.13,9702525.6,34400587.92999999,40,41,2,Bajo,No Cumplido,6,6
PROJ00254,2018,Norte,Educación,100000000.0,8249952.11,19383937.77,72366110.12,25,19,5,Medio,No Cumplido,3,2
PROJ00255,2018,Oeste,Residencial,9920145.33,846098.8,1298605.02,7775441.51,32,26,2,Medio,Cumplido,5,1
PROJ00256,2023,Norte,Industrial,77912733.81,6850617.22,10024857.43,61037259.160000004,37,36,10,Bajo,Cumplido,2,8
PROJ00257,2023,Oeste,Industrial,32176156.45,4332089.83,3804498.88,24039567.74,34,15,3,Bajo,No Cumplido,2,4
PROJ00258,2022,Centro,Infraestructura,100000000.0,7035513.53,19301512.36,73662974.11,28,38,7,Bajo,Cumplido,7,1
PROJ00259,2015,Centro,Educación,13292341.05,1951147.98,1637438.53,9703754.540000001,17,41,3,Bajo,Cumplido,4,1
PROJ00260,2018,Centro,Educación,100000000.0,7602751.93,14199168.77,78198079.3,46,36,3,Medio,Cumplido,7,3
PROJ00261,2023,Centro,Salud,100000000.0,9906756.51,16963336.98,73129906.50999999,57,45,2,Medio,Cumplido,2,13
PROJ00262,2022,Oeste,Salud,100000000.0,7566987.68,17395357.31,75037655.00999999,41,11,10,Bajo,Cumplido,4,14
PROJ00263,2022,Sur,Comercial,100000000.0,9774310.64,19926829.33,70298860.03,38,27,9,Medio,No Cumplido,2,3
PROJ00264,2016,Oeste,Salud,36573390.64,3288922.44,4155661.2,29128807.0,48,40,3,Alto,Cumplido,4,11
PROJ00265,2023,Oeste,Salud,24960395.29,2183483.6,3497603.81,19279307.88,49,22,2,Bajo,Cumplido,6,9
PROJ00266,2019,Norte,Comercial,100000000.0,7995139.19,15658130.95,76346729.86,51,11,5,Medio,No Cumplido,1,3
PROJ00267,2022,Norte,Infraestructura,11203956.9,584816.16,2030156.3,8588984.44,24,8,4,Medio,Cumplido,4,12
PROJ00268,2015,Oeste,Industrial,29184040.66,3816041.01,3928004.9,21439994.75,50,46,5,Bajo,Cumplido,4,7
PROJ00269,2019,Este,Residencial,49299685.78,4688403.83,9384701.44,35226580.510000005,47,16,9,Bajo,No Cumplido,5,6
PROJ00270,2015,Sur,Infraestructura,9617130.99,730671.77,1876143.97,7010315.250000001,16,16,9,Medio,Cumplido,2,10
PROJ00271,2021,Centro,Comercial,27854764.94,1917060.67,5510904.87,20426799.400000002,59,22,9,Bajo,Cumplido,2,7
PROJ00272,2019,Centro,Comercial,50921863.62,3350190.67,5757532.57,41814140.379999995,42,45,9,Bajo,Cumplido,2,13
PROJ00273,2017,Centro,Residencial,20421707.64,2959161.26,2377721.34,15084825.040000003,31,7,7,Bajo,Cumplido,2,6
PROJ00274,2019,Norte,Residencial,35841763.85,3930747.62,4722707.32,27188308.91,26,31,5,Bajo,Cumplido,4,3
PROJ00275,2021,Norte,Residencial,56357408.6,4296816.08,8000829.42,44059763.1,17,12,6,Bajo,Cumplido,3,2
PROJ00276,2018,Sur,Industrial,100000000.0,7612498.36,19976027.5,72411474.14,30,23,3,Alto,Cumplido,3,13
PROJ00277,2018,Sur,Industrial,35746252.5,5338611.21,6335015.49,24072625.799999997,25,8,3,Bajo,Cumplido,4,14
PROJ00278,2022,Oeste,Residencial,37234851.67,4262212.77,6136414.23,26836224.67,42,12,7,Bajo,Cumplido,0,11
PROJ00279,2023,Norte,Educación,92910584.79,6162287.88,15975683.52,70772613.39000002,46,48,9,Alto,Cumplido,5,7
PROJ00280,2020,Centro,Comercial,100000000.0,12968349.61,13516034.94,73515615.45,29,19,3,Bajo,Cumplido,3,15
PROJ00281,2015,Oeste,Residencial,726011.2,68020.72,119207.71,538782.77,57,14,5,Alto,Cumplido,3,7
PROJ00282,2023,Este,Industrial,84533951.15,9881218.96,8785339.03,65867393.16,41,50,5,Bajo,Cumplido,8,11
PROJ00283,2020,Este,Comercial,100000000.0,10877796.07,12758644.6,76363559.33000001,20,24,10,Bajo,Cumplido,4,15
PROJ00284,2019,Sur,Comercial,100000000.0,6426557.76,19837321.16,73736121.08,45,32,2,Alto,Cumplido,2,12
PROJ00285,2022,Norte,Residencial,73533925.36,4582992.95,11413259.93,57537672.48,12,13,6,Alto,Cumplido,2,2
PROJ00286,2019,Norte,Industrial,18866109.62,2368280.48,3326172.11,13171657.030000001,14,17,2,Medio,Cumplido,4,15
PROJ00287,2016,Este,Salud,100000000.0,7396557.8,16204698.41,76398743.79,49,26,7,Alto,Cumplido,1,5
PROJ00288,2018,Sur,Residencial,11021669.24,1336707.99,1929006.43,7755954.82,47,22,6,Alto,Cumplido,3,13
PROJ00289,2018,Sur,Industrial,100000000.0,5230559.13,14965762.98,79803677.89,18,6,4,Medio,Cumplido,4,13
PROJ00290,2017,Norte,Infraestructura,10422132.61,1538183.14,2082561.62,6801387.849999999,44,30,3,Alto,Cumplido,2,11
PROJ00291,2020,Norte,Comercial,62450099.98,6248071.42,12018959.71,44183068.849999994,16,41,2,Bajo,Cumplido,2,11
PROJ00292,2017,Este,Residencial,100000000.0,9287118.89,18526247.98,72186633.13,22,28,1,Bajo,Cumplido,4,3
PROJ00293,2018,Centro,Infraestructura,1765852.91,228674.71,189341.62,1347836.58,60,9,8,Alto,Cumplido,6,14
PROJ00294,2020,Sur,Educación,100000000.0,9101563.06,10116110.38,80782326.56,16,36,2,Bajo,Cumplido,3,13
PROJ00295,2022,Norte,Infraestructura,4945922.42,587159.8,675892.27,3682870.35,31,41,10,Bajo,Cumplido,2,11
PROJ00296,2017,Sur,Industrial,98691748.38,5171914.98,15275636.07,78244197.32999998,49,29,4,Bajo,Cumplido,6,3
PROJ00297,2022,Centro,Comercial,100000000.0,14176580.54,13204444.69,72618974.77000001,43,45,7,Bajo,Cumplido,3,13
PROJ00298,2016,Este,Industrial,100000000.0,10481561.3,16833719.83,72684718.87,35,23,9,Bajo,No Cumplido,7,13
PROJ00299,2021,Centro,Residencial,100000000.0,12286294.32,12049932.15,75663773.53,23,28,4,Alto,Cumplido,2,6
PROJ00300,2020,Este,Industrial,72526632.38,10456512.56,10231342.25,51838777.56999999,14,37,6,Medio,Cumplido,4,7
PROJ00301,2015,Sur,Educación,57707370.29,5310872.09,9936909.23,42459588.97,24,6,2,Bajo,Cumplido,4,12
PROJ00302,2015,Oeste,Residencial,100000000.0,6043123.65,13678129.07,80278747.28,36,44,1,Bajo,No Cumplido,2,10
PROJ00303,2018,Sur,Infraestructura,100000000.0,5337401.33,19914054.3,74748544.37,13,34,6,Bajo,Cumplido,2,3
PROJ00304,2016,Oeste,Educación,100000000.0,9732135.63,15139341.05,75128523.32000001,18,32,6,Bajo,Cumplido,4,6
PROJ00305,2021,Sur,Residencial,32877719.78,3535341.76,5921301.84,23421076.180000003,25,20,3,Bajo,Cumplido,3,1
PROJ00306,2021,Centro,Comercial,100000000.0,8518690.49,15640941.77,75840367.74000001,45,9,1,Alto,Cumplido,4,4
PROJ00307,2022,Este,Residencial,15011642.13,1483159.86,2515777.6,11012704.670000002,50,39,9,Alto,Cumplido,2,5
PROJ00308,2023,Sur,Industrial,100000000.0,6267597.8,16429605.14,77302797.06,18,9,1,Bajo,Cumplido,3,12
PROJ00309,2023,Norte,Educación,93620185.72,6196637.48,9812413.56,77611134.67999999,51,9,3,Bajo,Cumplido,1,4
PROJ00310,2022,Este,Educación,100000000.0,14035279.82,17788829.38,68175890.80000001,53,5,2,Alto,Cumplido,0,14
PROJ00311,2015,Centro,Infraestructura,16059673.05,1087293.65,1979848.48,12992530.92,50,50,3,Bajo,Cumplido,1,14
PROJ00312,2023,Sur,Salud,100000000.0,10372738.8,13055121.13,76572140.07000001,58,34,5,Bajo,Cumplido,2,7
PROJ00313,2021,Este,Residencial,44401537.19,3677221.69,4995381.53,35728933.97,13,27,2,Medio,Cumplido,1,6
PROJ00314,2023,Norte,Residencial,11833817.87,1714871.69,1755235.58,8363710.6,52,36,6,Alto,Cumplido,1,13
PROJ00315,2023,Este,Residencial,100000000.0,5975539.62,14452943.33,79571517.05,51,21,6,Alto,Cumplido,2,9
PROJ00316,2018,Sur,Industrial,44776227.48,3269638.62,5816631.95,35689956.91,16,9,6,Bajo,Cumplido,7,9
PROJ00317,2021,Norte,Salud,100000000.0,7992275.73,19925547.32,72082176.94999999,37,9,5,Medio,No Cumplido,3,10
PROJ00318,2016,Sur,Residencial,8803346.64,758180.46,1687075.01,6358091.170000001,42,36,1,Medio,Cumplido,2,5
PROJ00319,2022,Oeste,Infraestructura,100000000.0,5964548.88,11051374.94,82984076.18,44,35,6,Bajo,No Cumplido,3,10
PROJ00320,2019,Este,Salud,21047711.92,1377935.25,3660296.72,16009479.950000001,13,50,4,Alto,Cumplido,5,14
PROJ00321,2017,Norte,Infraestructura,26429595.27,3609184.73,3533690.02,19286720.52,39,12,5,Bajo,Cumplido,5,7
PROJ00322,2015,Sur,Comercial,100000000.0,9807899.09,16564287.97,73627812.94,41,7,2,Medio,Cumplido,2,7
PROJ00323,2023,Oeste,Residencial,19710456.48,1300767.01,3695507.74,14714181.729999999,41,16,5,Bajo,Cumplido,2,15
PROJ00324,2017,Sur,Residencial,86068382.76,12197426.5,14850106.9,59020849.36000001,26,39,2,Alto,Cumplido,5,6
PROJ00325,2022,Sur,Comercial,60117040.67,7355848.04,6128858.24,46632334.39,44,35,10,Bajo,Cumplido,1,5
PROJ00326,2023,Este,Residencial,84932743.24,6404022.11,16027296.93,62501424.199999996,21,44,3,Alto,Cumplido,3,6
PROJ00327,2019,Este,Industrial,65962445.22,9079946.62,10551485.68,46331012.92,42,39,9,Alto,No Cumplido,1,10
PROJ00328,2019,Oeste,Comercial,35678764.38,4416859.62,6626814.6,24635090.160000004,21,42,6,Bajo,Cumplido,2,7
PROJ00329,2016,Este,Salud,100000000.0,14946863.87,19470873.27,65582262.86,38,19,4,Alto,Cumplido,2,5
PROJ00330,2022,Norte,Infraestructura,18572210.29,1075033.72,3286109.18,14211067.39,60,11,10,Bajo,No Cumplido,2,14
PROJ00331,2021,Oeste,Infraestructura,100000000.0,11194906.92,15011390.23,73793702.85,25,6,10,Medio,Cumplido,6,8
PROJ00332,2019,Este,Educación,100000000.0,7602991.64,11494168.61,80902839.75,17,40,6,Bajo,Cumplido,6,1
PROJ00333,2016,Centro,Residencial,39762276.75,2594773.97,7100173.69,30067329.09,28,18,7,Medio,Cumplido,1,6
PROJ00334,2020,Norte,Infraestructura,100000000.0,7899636.73,15099429.95,77000933.32,23,8,3,Medio,No Cumplido,2,15
PROJ00335,2022,Sur,Residencial,86722178.13,10639178.88,16634887.06,59448112.19,22,40,9,Bajo,Cumplido,3,6
PROJ00336,2016,Norte,Residencial,60405669.16,6818088.64,11700834.89,41886745.629999995,38,31,1,Medio,Cumplido,1,12
PROJ00337,2018,Norte,Infraestructura,3334381.05,271323.95,363309.81,2699747.2899999996,17,27,7,Bajo,Cumplido,3,2
PROJ00338,2020,Norte,Comercial,8314315.56,502718.29,1399862.66,6411734.609999999,12,16,7,Alto,Cumplido,3,3
PROJ00339,2022,Centro,Residencial,5555412.0,346556.05,911068.03,4297787.92,29,35,1,Alto,Cumplido,4,12
PROJ00340,2018,Norte,Residencial,811692.17,90114.79,122057.0,599520.38,48,44,7,Bajo,Cumplido,3,8
PROJ00341,2021,Centro,Salud,34590104.72,3372817.41,4280850.83,26936436.479999997,47,7,7,Bajo,Cumplido,2,14
PROJ00342,2021,Centro,Residencial,100000000.0,8708793.48,13021093.12,78270113.39999999,45,31,7,Bajo,Cumplido,2,3
PROJ00343,2022,Este,Infraestructura,100000000.0,5967486.72,16052236.97,77980276.31,22,5,2,Bajo,Cumplido,4,9
PROJ00344,2016,Centro,Infraestructura,100000000.0,9933524.87,19322400.21,70744074.91999999,12,17,10,Bajo,Cumplido,3,13
PROJ00345,2021,Centro,Residencial,54812566.9,4191571.78,10677862.84,39943132.28,36,13,3,Bajo,Cumplido,4,5
PROJ00346,2015,Oeste,Infraestructura,91057615.79,12507726.49,15433264.92,63116624.38000001,26,6,5,Alto,Cumplido,3,7
PROJ00347,2018,Centro,Educación,51331870.75,6129032.6,5143606.98,40059231.17,50,33,3,Bajo,Cumplido,5,7
PROJ00348,2023,Norte,Comercial,80251936.05,7362577.27,9478877.55,63410481.230000004,50,29,7,Medio,Cumplido,5,15
PROJ00349,2019,Sur,Comercial,100000000.0,14195136.77,10252973.74,75551889.49000001,12,8,4,Bajo,Cumplido,4,9
PROJ00350,2016,Centro,Residencial,100000000.0,10590498.45,11104436.29,78305065.25999999,17,36,3,Bajo,Cumplido,4,11
PROJ00351,2019,Centro,Comercial,100000000.0,13291444.36,13465665.32,73242890.32,31,30,8,Medio,Cumplido,2,8
PROJ00352,2020,Este,Residencial,20836822.86,2278245.35,2596333.07,15962244.439999998,17,26,2,Medio,Cumplido,2,10
PROJ00353,2015,Este,Residencial,31024931.36,4477671.3,5317688.11,21229571.95,22,39,8,Bajo,Cumplido,2,3
PROJ00354,2018,Norte,Educación,79853553.56,4701986.28,8584034.1,66567533.18,35,19,3,Bajo,Cumplido,4,13
PROJ00355,2016,Oeste,Salud,17202382.73,2198466.37,3214406.03,11789510.33,46,28,6,Bajo,Cumplido,3,12
PROJ00356,2019,Centro,Residencial,35945383.03,1946264.44,4125587.18,29873531.410000004,21,50,8,Bajo,Cumplido,3,15
PROJ00357,2019,Sur,Residencial,100000000.0,6072853.66,14609999.03,79317147.31,59,5,4,Bajo,Cumplido,4,10
PROJ00358,2019,Centro,Residencial,100000000.0,13081281.75,19861684.55,67057033.7,35,9,8,Bajo,Cumplido,3,2
PROJ00359,2015,Oeste,Residencial,85294175.38,10458375.49,8798417.99,66037381.9,28,43,6,Alto,Cumplido,4,7
PROJ00360,2015,Oeste,Comercial,100000000.0,10947877.43,19100173.56,69951949.00999999,45,28,3,Alto,No Cumplido,5,10
PROJ00361,2023,Sur,Infraestructura,41321935.87,5852990.51,7877593.44,27591351.919999998,32,49,2,Medio,Cumplido,2,13
PROJ00362,2019,Norte,Residencial,100000000.0,8954039.37,15962205.83,75083754.8,54,32,7,Bajo,Cumplido,2,10
PROJ00363,2021,Centro,Comercial,79074852.3,3996888.27,14307704.19,60770259.84,26,21,10,Bajo,Cumplido,2,4
PROJ00364,2018,Centro,Comercial,7766437.05,443971.57,953403.4,6369062.079999999,47,6,3,Bajo,Cumplido,1,3
PROJ00365,2018,Este,Infraestructura,100000000.0,12240185.65,14676661.46,73083152.88999999,43,40,3,Bajo,Cumplido,2,4
PROJ00366,2017,Norte,Residencial,72611443.59,5513898.91,14084162.92,53013381.760000005,22,8,3,Bajo,Cumplido,1,10
PROJ00367,2016,Sur,Infraestructura,100000000.0,10851581.5,15427505.3,73720913.2,33,25,7,Medio,Cumplido,1,11
PROJ00368,2017,Centro,Industrial,82301306.68,7733210.26,16374557.04,58193539.38,60,39,10,Bajo,Cumplido,2,4
PROJ00369,2016,Oeste,Comercial,21941784.83,1606440.63,3450766.55,16884577.65,29,12,6,Bajo,Cumplido,1,14
PROJ00370,2018,Norte,Infraestructura,100000000.0,12434691.62,12860053.66,74705254.72,25,44,10,Bajo,Cumplido,1,8
PROJ00371,2019,Oeste,Residencial,8327208.99,441720.16,1273893.08,6611595.75,29,49,8,Medio,Cumplido,1,4
PROJ00372,2016,Oeste,Educación,100000000.0,11866031.67,13227039.59,74906928.74,14,21,10,Bajo,Cumplido,4,5
PROJ00373,2016,Centro,Residencial,100000000.0,12491664.96,12887803.76,74620531.27999999,55,39,5,Alto,Cumplido,1,3
PROJ00374,2015,Sur,Salud,100000000.0,5835147.1,16416507.44,77748345.46000001,40,19,1,Bajo,Cumplido,2,9
PROJ00375,2022,Sur,Infraestructura,41625984.82,3244760.05,8026344.49,30354880.28,27,7,7,Bajo,Cumplido,3,5
PROJ00376,2023,Sur,Residencial,9198574.48,1309839.49,1148319.2,6740415.79,38,25,2,Bajo,No Cumplido,5,12
PROJ00377,2019,Centro,Residencial,100000000.0,9635035.82,13747736.62,76617227.56,16,26,4,Bajo,Cumplido,2,2
PROJ00378,2018,Este,Comercial,10527235.2,1140369.99,1246487.89,8140377.319999999,33,42,9,Bajo,Cumplido,4,14
PROJ00379,2020,Sur,Infraestructura,100000000.0,12738345.53,11101933.56,76159720.91,21,12,1,Medio,Cumplido,2,14
PROJ00380,2021,Oeste,Infraestructura,100000000.0,13553119.44,13867873.45,72579007.11,57,30,5,Alto,Cumplido,3,14
PROJ00381,2018,Oeste,Comercial,10273256.01,619473.54,1969829.75,7683952.719999999,49,5,4,Bajo,Cumplido,4,1
PROJ00382,2017,Este,Industrial,34795135.57,3593332.5,5137807.71,26063995.36,54,7,5,Bajo,Cumplido,2,13
PROJ00383,2023,Norte,Educación,100000000.0,7064374.92,14509593.48,78426031.6,21,25,7,Bajo,Cumplido,4,7
PROJ00384,2016,Centro,Residencial,4139461.0,494156.61,808158.17,2837146.22,57,29,9,Alto,Cumplido,3,9
PROJ00385,2019,Centro,Comercial,100000000.0,14442417.52,19646802.64,65910779.84,32,43,3,Bajo,Cumplido,4,1
PROJ00386,2015,Oeste,Comercial,100000000.0,5468435.54,15158902.96,79372661.5,21,21,1,Bajo,Cumplido,1,7
PROJ00387,2023,Sur,Infraestructura,19358542.91,2217884.41,3273768.15,13866890.35,51,23,4,Bajo,Cumplido,2,2
PROJ00388,2018,Sur,Residencial,100000000.0,11417123.86,16319134.79,72263741.35,49,30,5,Medio,Cumplido,3,4
PROJ00389,2020,Este,Residencial,30350758.93,2776210.99,4154365.68,23420182.259999998,55,48,6,Bajo,Cumplido,4,2
PROJ00390,2020,Norte,Residencial,100000000.0,11271447.04,18692885.17,70035667.79,39,42,6,Medio,Cumplido,0,10
PROJ00391,2016,Sur,Infraestructura,94459347.8,8405675.46,14369685.64,71683986.7,19,35,9,Bajo,Cumplido,5,2
PROJ00392,2022,Sur,Residencial,100000000.0,14869979.98,16551480.91,68578539.11,38,41,3,Bajo,Cumplido,2,15
PROJ00393,2023,Oeste,Residencial,100000000.0,9798715.52,14267221.12,75934063.36,25,12,8,Bajo,No Cumplido,5,12
PROJ00394,2021,Sur,Residencial,100000000.0,13248991.94,10412624.33,76338383.73,37,10,9,Alto,Cumplido,4,12
PROJ00395,2019,Centro,Educación,100000000.0,14297069.44,13365258.66,72337671.9,42,8,10,Bajo,Cumplido,2,8
PROJ00396,2022,Sur,Comercial,42028770.08,5216632.6,5441687.16,31370450.319999997,56,17,10,Alto,Cumplido,5,1
PROJ00397,2018,Sur,Salud,100000000.0,11750778.43,11283861.44,76965360.13,17,30,4,Bajo,Cumplido,6,13
PROJ00398,2020,Norte,Infraestructura,4047871.13,487312.27,461579.53,3098979.33,43,26,6,Bajo,Cumplido,4,15
PROJ00399,2018,Centro,Comercial,26220028.08,1649961.25,4971546.17,19598520.659999996,38,7,4,Bajo,Cumplido,3,9
PROJ00400,2021,Este,Comercial,100000000.0,7721871.7,16664072.93,75614055.37,28,16,1,Bajo,Cumplido,3,7
PROJ00401,2019,Centro,Salud,37407163.26,3581571.01,5379760.84,28445831.41,24,34,10,Bajo,Cumplido,1,3
PROJ00402,2022,Este,Industrial,100000000.0,9238989.36,18142350.19,72618660.45,38,6,1,Alto,Cumplido,2,7
PROJ00403,2018,Norte,Residencial,100000000.0,6627517.37,13239078.08,80133404.55,24,32,8,Bajo,Cumplido,3,10
PROJ00404,2015,Norte,Comercial,14833695.65,1220551.35,1925829.82,11687314.48,36,17,3,Alto,Cumplido,3,10
PROJ00405,2020,Oeste,Infraestructura,4089513.29,496831.38,765870.6,2826811.31,24,36,5,Medio,Cumplido,4,1
PROJ00406,2018,Norte,Industrial,90880378.11,5034770.71,13383102.64,72462504.76,45,20,1,Medio,Cumplido,5,8
PROJ00407,2022,Sur,Educación,100000000.0,11330060.15,11064090.08,77605849.77,33,35,10,Bajo,Cumplido,1,1
PROJ00408,2020,Centro,Industrial,100000000.0,8655394.58,10120698.17,81223907.25,59,28,10,Medio,Cumplido,3,8
PROJ00409,2020,Este,Comercial,27384016.64,3930838.35,4760743.14,18692435.15,49,40,2,Bajo,Cumplido,4,12
PROJ00410,2023,Centro,Comercial,39083902.02,3086839.4,6498935.26,29498127.360000007,45,10,8,Alto,Cumplido,0,3
PROJ00411,2015,Centro,Residencial,4257588.49,625415.86,758922.24,2873250.3900000006,23,29,8,Bajo,Cumplido,3,12
PROJ00412,2023,Centro,Residencial,74768515.36,10114155.29,7513809.37,57140550.7,55,46,6,Bajo,Cumplido,4,5
PROJ00413,2018,Centro,Comercial,59053686.73,4197574.42,7583329.9,47272782.41,55,21,10,Bajo,Cumplido,5,14
PROJ00414,2021,Centro,Industrial,3038853.61,424549.81,507024.24,2107279.5599999996,40,19,9,Medio,No Cumplido,1,7
PROJ00415,2018,Norte,Industrial,13383975.88,1085005.99,2255535.6,10043434.290000001,16,8,1,Alto,Cumplido,2,9
PROJ00416,2017,Centro,Industrial,59888021.9,5643319.57,8937169.4,45307532.93,54,44,6,Medio,Cumplido,3,14
PROJ00417,2022,Centro,Infraestructura,33620296.04,3139679.7,3670820.3,26809796.04,20,43,5,Bajo,Cumplido,2,11
